amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
3521.16,13,1,0.11,0.79,14.13,1
89.15,5,0,0.81,0.12,17.08,0
18.45,8,0,0.77,0.02,11.87,0
1.72,21,1,0.56,0.22,16.15,0
67.95,2,0,0.59,0.51,18.89,0
90.83,16,0,0.94,0.04,11.34,0
68.45,11,0,0.31,0.32,18.91,0
8.71,3,0,0.69,0.42,15.26,0
71.01,19,0,0.95,0.5,20.23,0
74.25,15,0,0.94,0.35,13.99,0
54.73,23,0,0.71,0.11,16.91,0
73.65,9,1,0.26,0.65,14.8,1
94.51,6,0,0.37,0.06,14.52,0
48.54,9,0,0.42,0.46,16.29,0
5.64,6,0,0.78,0.05,17.68,0
34.44,22,0,0.31,0.09,8.75,0
5.04,17,0,0.92,0.54,22.17,0
27.17,8,0,0.71,0.45,5.7,0
27.14,21,0,0.33,0.22,11.58,0
4.41,17,0,0.47,0.38,14.53,0
22.45,16,0,0.72,0.27,17.06,0
6.88,10,0,0.32,0.04,22.88,0
83.57,0,0,0.85,0.43,5.71,0
148.53,16,0,0.94,0.46,12.46,0
4.75,3,0,0.37,0.71,4.37,1
156.18,3,0,0.81,0.32,15.16,0
37.97,13,0,0.9,0.4,16.36,0
18.8,8,0,0.73,0.26,22.95,0
5.0,12,0,0.62,0.19,15.6,0
35.72,15,0,0.8,0.25,20.22,0
80.12,0,0,0.46,0.55,17.92,0
1346.26,2,0,0.13,0.93,12.82,1
3.58,18,0,0.83,0.15,7.96,0
4.78,7,0,0.97,0.36,16.38,0
26.78,17,0,0.7,0.07,7.54,0
18.5,5,0,0.64,0.54,21.48,0
14.22,19,0,0.67,0.03,14.19,0
17.5,5,0,0.63,0.45,20.98,0
82.35,4,0,0.61,0.22,12.6,0
133.41,11,0,0.96,0.03,16.34,0
26.97,8,0,0.64,0.51,16.05,0
119.28,8,0,0.36,0.38,14.77,0
20.39,16,0,0.84,0.01,12.84,0
33.35,18,0,0.57,0.16,16.96,0
13.81,16,0,0.8,0.21,10.37,0
52.15,21,0,0.71,0.19,8.95,0
194.12,15,0,0.8,0.3,21.21,0
47.25,11,0,0.34,0.32,18.64,0
23.14,2,0,0.29,0.86,15.33,1
53.18,13,0,0.56,0.2,23.33,0
7.56,16,0,0.79,0.3,13.66,0
110.76,21,0,0.46,0.02,21.61,0
35.97,15,0,0.6,0.39,15.88,0
30.83,20,0,0.99,0.36,9.88,0
45.08,11,0,0.45,0.17,24.24,0
50.01,23,0,0.89,0.11,19.95,0
4.72,1,0,0.88,0.04,14.39,0
58.38,7,0,0.92,0.35,18.64,0
14.85,11,0,0.94,0.34,12.98,0
63.58,20,1,0.66,0.32,19.15,0
87.45,15,0,0.78,0.59,3.04,0
82.47,7,0,0.73,0.32,9.9,0
41.2,15,0,0.52,0.43,19.9,0
37.72,9,0,0.5,0.07,13.75,0
8.71,19,0,0.54,0.18,16.04,0
75.66,14,0,0.45,0.17,8.27,0
16.83,3,0,0.83,0.35,24.24,0
35.33,14,0,0.98,0.2,20.95,0
17.72,3,0,0.91,0.38,14.0,0
8.18,10,0,0.45,0.41,12.98,0
50.65,5,1,0.17,0.75,20.15,1
3.79,3,0,0.83,0.38,24.91,0
70.04,8,0,0.57,0.07,19.77,0
20.11,8,0,0.88,0.28,25.86,0
554.31,2,0,0.85,0.44,10.39,0
36.78,22,0,0.74,0.42,10.9,0
1281.07,4,1,0.03,0.74,9.06,1
17.16,14,0,0.37,0.16,17.21,0
62.38,8,0,0.48,0.26,15.88,0
2835.22,1,0,0.36,0.93,14.24,1
92.42,2,0,0.99,0.58,19.05,0
1.19,20,1,0.34,0.21,21.16,0
15.17,11,0,0.38,0.62,7.37,1
68.53,15,0,0.74,0.54,12.02,0
20.01,4,0,0.51,0.22,19.1,0
1466.35,9,0,0.15,0.75,12.66,1
23.33,14,0,0.4,0.46,11.01,0
1974.05,13,0,0.32,0.71,20.09,1
93.48,13,0,0.94,0.31,8.55,0
19.8,22,0,0.92,0.07,13.49,0
78.78,12,0,0.42,0.23,16.64,0
112.22,15,0,0.53,0.05,12.13,0
29.44,7,0,0.86,0.17,18.92,0
121.37,7,0,0.87,0.4,12.16,0
24.69,16,0,0.79,0.59,22.04,0
167.32,16,0,0.61,0.15,14.37,0
5.68,2,1,0.25,0.81,18.36,1
59.08,0,0,0.97,0.27,18.73,0
35.04,16,0,0.4,0.11,11.86,0
25.52,23,0,0.33,0.37,4.73,0
51.08,15,1,0.01,0.6,16.8,1
61.85,16,0,0.84,0.09,15.36,0
1.22,1,0,0.34,0.45,17.78,0
10.13,13,0,0.68,0.42,13.87,0
63.42,6,0,0.56,0.12,12.85,0
55.89,18,1,0.21,0.63,25.04,1
170.14,0,0,0.82,0.24,7.64,0
72.57,16,0,0.34,0.41,18.67,0
151.57,9,0,0.52,0.3,12.13,0
61.62,5,0,0.69,0.03,13.32,0
18.69,6,0,0.58,0.47,13.41,0
6.57,5,0,0.3,0.82,10.98,1
77.12,4,0,0.95,0.43,17.86,0
52.66,1,0,0.95,0.08,21.95,0
3.47,17,0,0.59,0.43,17.35,0
23.32,23,0,0.58,0.25,15.52,0
158.1,16,1,0.52,0.48,10.07,0
35.7,23,0,0.9,0.36,17.58,0
29.35,22,0,0.7,0.21,25.78,0
31.6,6,0,0.36,0.12,13.1,0
12.72,20,1,0.9,0.49,13.12,0
24.0,18,0,0.67,0.34,12.19,0
24.09,6,0,0.59,0.59,12.55,0
3.69,22,0,0.54,0.22,2.0,0
73.96,6,0,0.37,0.41,17.03,0
27.94,15,0,0.97,0.37,10.77,0
87.35,11,0,0.82,0.38,6.95,0
95.97,14,0,0.39,0.44,18.77,0
12.91,14,0,0.66,0.08,9.59,0
54.55,10,0,0.69,0.33,13.31,0
32.96,1,0,0.42,0.31,22.33,0
107.08,2,0,0.6,0.21,7.95,0
13.15,18,0,0.75,0.26,7.34,0
57.63,19,0,0.5,0.31,16.35,0
47.79,14,0,0.53,0.19,20.75,0
18.5,15,0,0.39,0.18,7.13,0
8.34,0,0,0.59,0.44,17.04,0
53.73,14,0,0.71,0.04,17.9,0
68.08,11,0,0.38,0.19,4.7,0
19.96,6,0,0.73,0.39,18.99,0
52.76,6,0,0.58,0.13,19.38,0
26.14,10,0,0.77,0.34,13.44,0
63.45,19,0,0.52,0.18,21.26,0
12.11,10,1,0.29,0.67,20.68,1
111.46,16,0,0.73,0.21,15.52,0
17.94,2,0,0.78,0.14,12.74,0
23.93,15,0,0.83,0.32,10.14,0
3.99,4,0,0.06,0.81,14.81,1
6.91,1,0,0.98,0.48,17.85,0
37.27,22,0,0.89,0.41,13.38,0
16.57,6,0,0.69,0.46,4.01,0
91.24,9,0,0.92,0.24,21.34,0
1.74,4,1,0.24,0.65,15.95,1
24.83,14,0,0.32,0.3,13.1,0
21.58,11,0,0.81,0.06,19.29,0
1.98,9,0,0.96,0.13,22.62,0
7.64,21,0,0.41,0.43,2.0,0
27.69,16,0,0.75,0.54,17.17,0
34.95,19,0,0.87,0.06,7.87,0
26.9,19,0,0.93,0.52,17.5,0
38.85,10,0,0.49,0.48,15.64,0
46.21,7,0,0.39,0.21,18.18,0
1.5,14,0,0.47,0.41,12.5,0
32.19,1,0,0.7,0.11,5.63,0
166.52,16,0,0.94,0.49,12.75,0
37.6,22,0,0.71,0.39,17.03,0
57.59,5,0,0.94,0.26,20.08,0
19.69,20,0,0.84,0.52,9.14,0
75.36,12,0,0.72,0.08,20.14,0
75.12,7,1,0.03,0.67,11.76,1
37.83,10,0,0.53,0.01,16.81,0
187.51,14,0,0.34,0.45,12.45,0
7.71,12,0,0.53,0.34,15.91,0
1.85,17,0,0.34,0.42,19.46,0
74.52,17,0,0.42,0.25,8.86,0
83.29,16,0,0.59,0.52,11.6,0
7.4,21,0,0.66,0.19,15.92,0
16.43,12,0,0.45,0.16,27.01,0
1.89,2,0,0.81,0.18,10.68,0
18.36,20,0,0.71,0.46,25.2,0
75.17,23,0,0.78,0.3,25.02,0
37.49,6,0,0.81,0.32,14.51,0
22.39,11,0,0.81,0.5,13.51,0
24.24,3,0,0.08,0.71,11.54,1
1.07,23,0,0.47,0.1,14.66,0
18.82,10,0,0.49,0.33,7.97,0
52.99,13,0,0.37,0.08,14.62,0
183.86,17,0,0.71,0.52,22.48,0
94.89,6,0,0.58,0.5,11.94,0
2.19,4,0,0.1,0.76,13.8,1
115.41,15,0,0.42,0.42,6.49,0
77.44,10,0,0.75,0.28,16.87,0
76.79,21,0,0.73,0.24,16.32,0
31.62,2,0,0.33,0.7,15.32,1
26.38,15,0,0.63,0.04,13.92,0
19.04,10,0,0.93,0.57,13.54,0
4.4,9,0,0.84,0.27,17.51,0
1490.3,22,0,0.24,0.87,14.86,1
15.16,22,0,0.92,0.53,16.57,0
34.09,1,0,0.35,0.5,16.07,0
69.81,15,0,0.59,0.35,20.62,0
33.1,16,0,0.36,0.06,18.38,0
3.98,9,0,0.95,0.19,15.96,0
159.25,17,0,0.33,0.36,22.59,0
143.99,11,0,0.41,0.01,17.1,0
77.9,7,0,0.94,0.03,21.52,0
238.38,2,0,0.71,0.41,18.03,0
40.32,19,0,0.86,0.53,5.79,0
165.53,23,0,0.22,0.82,21.52,1
4.93,2,0,0.59,0.1,15.68,0
23.76,5,0,0.02,0.85,14.74,1
13.77,1,0,0.71,0.42,16.41,0
11.9,2,0,0.89,0.43,13.28,0
8.59,16,1,0.97,0.18,16.14,0
49.7,8,0,0.78,0.43,12.04,0
77.01,3,0,0.53,0.43,21.37,0
44.17,21,0,0.52,0.36,14.43,0
8.95,22,0,0.35,0.21,13.09,0
84.33,1,0,0.6,0.49,10.38,0
51.52,23,0,0.94,0.56,16.34,0
25.56,8,0,0.63,0.52,15.94,0
57.06,13,0,0.94,0.15,16.94,0
16.05,10,0,0.87,0.27,9.86,0
22.17,1,0,0.99,0.21,6.99,0
125.74,20,0,0.96,0.42,18.13,0
18.16,1,0,0.79,0.5,22.42,0
32.74,4,1,0.36,0.98,9.87,1
111.43,6,0,0.82,0.57,22.95,0
62.5,21,0,0.79,0.41,16.42,0
4.21,3,0,0.8,0.13,14.96,0
8.97,13,1,0.8,0.22,13.01,0
1.39,1,0,0.57,0.06,8.08,0
50.84,22,0,0.6,0.36,19.94,0
30.68,11,0,0.51,0.1,11.12,0
8.21,9,0,0.4,0.42,11.1,0
159.43,0,0,0.62,0.44,19.96,0
38.71,18,0,0.93,0.29,5.59,0
14.85,22,0,0.76,0.06,7.38,0
35.72,15,0,0.34,0.37,14.91,0
57.91,14,0,0.87,0.22,16.47,0
4.97,13,0,0.95,0.57,17.42,0
17.06,8,0,0.88,0.31,13.49,0
83.24,20,0,0.81,0.04,27.65,0
31.78,22,0,0.41,0.38,13.86,0
40.55,14,0,0.54,0.47,13.85,0
29.35,6,0,0.7,0.1,11.02,0
3.24,3,0,0.35,0.27,15.62,0
10.06,20,0,0.37,0.45,18.07,0
30.49,17,0,0.95,0.01,21.02,0
12.73,7,0,0.79,0.02,7.55,0
3.56,11,0,0.49,0.41,13.77,0
93.78,14,0,0.53,0.44,17.23,0
199.68,14,1,0.57,0.51,17.94,0
79.79,16,0,0.35,0.24,15.03,0
97.13,1,0,0.82,0.23,17.71,0
14.85,11,0,0.42,0.33,10.96,0
162.73,2,1,0.86,0.45,22.79,0
11.97,6,0,0.89,0.38,19.96,0
152.24,5,0,0.75,0.2,8.28,0
264.14,13,0,0.84,0.21,9.62,0
63.19,22,0,0.42,0.46,9.77,0
199.55,4,0,0.7,0.32,18.39,0
43.15,3,0,0.77,0.06,8.58,0
16.02,14,0,0.76,0.09,13.34,0
29.72,6,0,0.38,0.51,17.27,0
46.02,2,0,0.21,0.83,14.67,1
4.79,12,0,0.53,0.2,16.29,0
49.69,9,0,0.7,0.23,9.67,0
199.64,22,0,0.84,0.09,17.97,0
11.54,1,0,0.7,0.14,11.93,0
79.65,11,0,0.83,0.25,13.38,0
120.24,23,0,0.37,0.17,16.19,0
144.85,21,0,0.91,0.42,15.52,0
162.11,11,0,0.68,0.32,15.12,0
37.85,18,0,0.33,0.49,11.25,0
190.29,18,0,0.75,0.43,13.5,0
71.8,20,0,0.66,0.08,15.01,0
9.82,2,0,0.03,0.85,8.12,1
33.4,5,0,0.18,0.64,12.69,1
64.35,1,0,0.95,0.49,16.94,0
15.21,23,0,0.53,0.28,8.61,0
52.17,12,0,0.65,0.08,20.78,0
55.92,8,0,0.39,0.54,21.35,0
9.88,12,0,0.95,0.14,8.77,0
42.63,22,0,0.52,0.02,21.79,0
74.84,13,0,0.44,0.55,14.28,0
35.55,18,0,0.63,0.49,17.09,0
1.61,10,0,0.33,0.42,12.52,0
1.45,13,0,0.48,0.02,19.62,0
23.08,15,0,0.35,0.32,17.03,0
131.32,9,0,0.39,0.39,10.93,0
13.98,19,0,0.38,0.46,9.17,0
51.31,15,0,0.91,0.28,7.7,0
13.56,1,0,0.95,0.57,15.94,0
20.41,15,1,0.63,0.15,17.86,0
95.21,13,0,0.74,0.04,18.25,0
66.26,20,0,0.79,0.2,14.41,0
6.01,17,0,0.57,0.4,9.22,0
28.99,5,0,0.56,0.44,11.59,0
2.48,6,1,0.77,0.44,20.76,0
33.78,12,0,0.56,0.07,12.58,0
55.3,1,0,0.71,0.53,15.72,0
7.31,14,0,0.66,0.17,9.62,0
18.05,16,0,0.67,0.13,16.68,0
26.36,12,0,0.88,0.37,12.71,0
126.99,6,0,0.79,0.13,20.23,0
250.95,0,0,0.97,0.3,18.87,0
3.3,2,0,0.85,0.24,12.52,0
72.57,19,0,0.4,0.14,14.37,0
24.24,17,0,0.82,0.18,12.24,0
25.92,6,0,0.77,0.26,7.9,0
71.18,20,0,0.75,0.21,10.71,0
126.31,16,0,0.64,0.23,15.99,0
151.72,11,0,0.34,0.44,16.63,0
44.03,15,0,0.97,0.1,15.74,0
23.09,23,0,0.9,0.38,13.49,0
78.45,9,0,0.64,0.41,19.67,0
15.45,22,0,0.41,0.48,15.32,0
42.51,15,0,0.88,0.51,18.52,0
2713.44,19,0,0.1,0.93,6.13,1
54.45,17,0,0.57,0.08,2.0,0
14.75,14,0,0.77,0.37,16.42,0
11.63,22,0,0.83,0.45,7.88,0
126.2,10,0,0.34,0.16,13.94,0
6.37,17,0,0.84,0.32,13.49,0
36.26,5,0,0.81,0.46,22.94,0
13.48,0,0,0.71,0.46,17.0,0
2.99,22,0,0.54,0.39,15.83,0
2.83,6,0,0.42,0.05,19.18,0
10.63,11,0,0.37,0.03,16.84,0
101.78,19,0,0.3,0.23,12.71,0
17.6,3,0,0.18,0.72,20.36,1
151.25,9,0,0.59,0.54,9.45,0
44.57,20,0,0.47,0.01,16.62,0
29.69,1,0,0.52,0.02,7.26,0
44.39,8,0,0.57,0.1,16.02,0
37.36,9,0,0.52,0.38,15.96,0
72.1,19,0,0.81,0.32,23.38,0
17.6,10,0,0.64,0.4,7.18,0
22.77,13,0,0.32,0.63,12.0,1
113.26,2,0,0.26,0.76,19.11,1
147.36,0,0,0.8,0.03,16.68,0
112.54,6,0,0.51,0.46,15.9,0
28.19,3,0,0.94,0.49,10.22,0
76.79,6,0,0.8,0.03,12.05,0
33.35,15,0,0.5,0.15,21.23,0
35.41,9,0,0.66,0.46,14.74,0
12.45,14,0,0.77,0.23,16.88,0
45.72,15,0,0.44,0.28,14.42,0
11.3,5,0,0.15,0.77,9.08,1
21.14,3,0,0.65,0.06,19.67,0
97.56,3,0,0.95,0.41,17.52,0
12.6,23,0,0.54,0.13,26.53,0
4.69,22,0,0.58,0.04,9.92,0
4.58,3,0,0.02,0.67,19.11,1
142.33,21,0,0.72,0.07,8.44,0
36.35,21,0,0.82,0.45,15.79,0
27.33,16,0,0.61,0.12,19.88,0
84.27,12,1,0.83,0.03,4.64,0
91.34,1,0,0.51,0.06,13.98,0
21.19,19,1,0.79,0.5,12.18,0
60.15,5,0,0.15,0.89,11.49,1
74.73,21,0,0.85,0.18,16.93,0
54.16,0,0,0.88,0.29,20.6,0
1503.28,7,0,0.86,0.38,14.33,0
105.33,17,0,0.45,0.02,16.03,0
39.73,20,0,0.79,0.54,15.57,0
17.6,3,0,0.68,0.58,15.01,0
28.69,4,1,0.99,0.25,9.55,0
2.91,4,0,0.55,0.25,20.54,0
7.84,14,0,0.84,0.53,16.48,0
73.52,9,0,0.56,0.26,16.97,0
1.0,7,0,0.58,0.51,10.97,0
27.94,6,0,0.38,0.02,12.7,0
37.96,11,0,0.47,0.29,14.12,0
3.81,10,0,0.42,0.57,7.33,0
181.74,12,0,0.41,0.15,6.56,0
13.82,14,0,0.31,0.16,12.0,0
19.13,16,0,0.86,0.38,17.61,0
1384.17,21,0,0.02,0.94,11.73,1
14.1,21,0,0.86,0.12,9.91,0
1.07,17,0,0.73,0.55,10.93,0
66.35,7,0,0.88,0.4,12.72,0
4543.88,5,0,0.28,1.0,13.23,1
13.7,10,0,0.37,0.44,25.83,0
55.39,8,0,0.73,0.4,20.27,0
68.72,4,0,0.77,0.49,20.12,0
95.33,6,0,0.74,0.11,20.84,0
28.46,21,0,0.86,0.57,10.01,0
19.04,14,0,0.81,0.1,8.89,0
20.67,20,0,0.6,0.02,9.47,0
63.35,21,0,0.87,0.42,21.67,0
85.85,3,0,0.78,0.11,12.26,0
11.02,18,0,0.38,0.46,8.74,0
24.18,12,0,0.68,0.48,12.85,0
117.11,0,0,0.81,0.14,13.81,0
83.17,0,0,0.69,0.05,16.34,0
210.52,21,0,0.96,0.3,16.25,0
71.17,13,1,0.01,0.94,10.86,1
25.98,8,0,0.81,0.51,18.43,0
45.66,23,0,0.88,0.07,11.8,0
55.09,11,0,0.79,0.58,14.22,0
5.09,17,0,0.57,0.16,18.43,0
40.32,8,0,0.57,0.21,11.79,0
62.78,7,0,0.71,0.09,12.15,0
10.16,13,1,0.58,0.23,17.96,0
76.85,8,0,0.92,0.38,10.71,0
44.83,19,0,0.38,0.3,13.08,0
153.06,1,0,0.75,0.5,17.78,0
3.17,0,0,0.39,0.38,25.27,0
16.42,12,0,0.68,0.16,18.03,0
47.01,9,0,0.8,0.33,17.36,0
18.59,7,0,0.42,0.04,17.65,0
63.66,6,0,0.79,0.35,9.63,0
72.15,23,0,0.4,0.23,15.58,0
6.41,11,0,0.73,0.06,14.85,0
37.06,16,0,0.65,0.18,16.61,0
36.55,11,0,0.51,0.54,15.58,0
24.04,15,0,0.38,0.35,16.9,0
136.1,9,0,0.82,0.54,13.44,0
88.87,11,0,0.57,0.25,15.29,0
60.74,10,0,0.26,0.74,8.86,1
63.65,13,0,0.84,0.22,13.4,0
31.97,21,0,0.46,0.45,21.95,0
127.91,19,0,0.82,0.18,16.59,0
60.31,12,0,0.7,0.06,14.9,0
66.28,1,0,0.44,0.5,24.48,0
99.91,19,0,0.35,0.46,8.2,0
17.02,6,0,0.72,0.49,9.45,0
83.27,0,0,0.32,0.18,23.56,0
11.86,2,0,0.34,0.89,15.23,1
22.18,19,1,0.79,0.13,13.79,0
21.44,11,0,0.68,0.01,9.0,0
193.04,4,0,0.01,0.67,17.24,1
98.08,11,0,0.68,0.31,17.72,0
61.39,2,0,0.18,0.91,9.53,1
65.92,19,0,0.7,0.23,14.3,0
42.29,4,0,0.31,0.65,13.32,1
147.96,0,0,0.96,0.37,16.28,0
35.28,15,1,0.57,0.31,9.4,0
24.94,8,0,0.51,0.18,21.26,0
9.9,9,1,0.33,0.5,19.58,0
78.14,9,0,0.4,0.5,13.18,0
67.3,12,1,0.24,0.73,13.92,1
25.25,15,0,0.53,0.44,14.32,0
2.28,19,1,0.73,0.27,11.11,0
92.32,3,0,0.2,0.97,12.78,1
1.57,13,0,0.81,0.6,13.65,0
61.82,16,0,0.58,0.16,23.06,0
176.76,4,0,0.97,0.38,19.73,0
29.78,12,0,0.7,0.23,19.67,0
14.39,2,0,0.84,0.33,16.85,0
62.02,4,0,0.9,0.52,9.41,0
85.95,15,0,0.92,0.21,14.79,0
40.53,18,0,0.66,0.04,19.85,0
171.62,18,0,0.58,0.48,8.71,0
3.65,16,0,0.69,0.33,18.18,0
36.14,17,0,0.58,0.27,26.61,0
64.37,17,0,0.47,0.11,20.31,0
100.26,22,0,0.53,0.06,22.07,0
10.88,7,0,0.46,0.17,16.09,0
81.47,17,0,0.49,0.43,19.84,0
41.23,8,0,0.37,0.25,11.41,0
26.25,18,0,0.6,0.34,18.98,0
8.06,9,1,0.46,0.05,18.27,0
101.23,1,0,0.61,0.07,16.45,0
9.56,16,0,0.85,0.01,21.58,0
19.54,23,0,0.61,0.4,12.31,0
18.13,12,0,0.97,0.16,14.06,0
103.56,10,0,0.27,0.87,15.48,1
56.84,15,0,0.9,0.19,9.85,0
80.65,19,0,0.47,0.22,16.13,0
15.42,6,0,0.95,0.28,6.41,0
50.02,2,0,0.46,0.19,20.23,0
43.4,15,0,0.82,0.49,15.23,0
90.44,18,0,0.31,0.91,12.4,1
119.27,19,0,0.74,0.01,10.83,0
1.61,15,0,0.45,0.39,13.83,0
57.05,1,0,0.77,0.41,18.44,0
3.66,13,0,0.75,0.58,17.74,0
40.8,19,0,0.95,0.22,11.47,0
17.96,9,0,0.74,0.12,10.77,0
19.32,18,0,0.59,0.31,18.28,0
22.77,23,1,0.23,0.76,11.39,1
49.55,10,0,0.76,0.48,15.3,0
21.33,17,0,0.31,0.91,15.62,1
66.97,10,0,0.88,0.05,16.56,0
26.92,8,0,0.09,0.93,19.29,1
4.54,18,0,0.67,0.55,8.69,0
77.57,19,0,0.72,0.55,5.44,0
1646.24,9,0,0.09,0.79,12.16,1
29.35,2,0,0.76,0.45,24.01,0
58.83,2,0,0.13,0.65,25.11,1
21.21,23,0,0.32,0.55,24.16,0
3.91,7,0,0.97,0.21,14.04,0
24.41,5,0,0.52,0.02,6.09,0
145.52,19,0,0.8,0.25,3.28,0
52.32,0,0,0.66,0.44,11.93,0
56.66,19,0,0.77,0.27,14.01,0
51.02,23,0,0.38,0.45,21.5,0
12.09,5,0,0.66,0.31,19.34,0
28.09,1,0,0.57,0.18,16.14,0
70.5,18,0,0.62,0.12,10.55,0
6.34,6,0,0.98,0.25,10.2,0
4303.52,10,0,0.07,0.67,16.27,1
17.17,10,0,0.83,0.25,18.49,0
29.28,3,0,0.53,0.04,16.96,0
197.53,19,0,0.5,0.53,9.83,0
4.49,15,0,0.49,0.35,18.25,0
37.56,4,0,0.54,0.39,17.13,0
10.88,23,0,0.55,0.17,9.65,0
2293.52,6,1,0.34,0.66,11.08,1
7.01,15,0,0.77,0.42,18.44,0
26.84,14,0,0.33,0.4,13.83,0
67.95,4,1,0.03,0.96,22.95,1
61.96,0,0,0.5,0.14,17.51,0
28.47,19,0,0.83,0.57,12.57,0
22.27,21,0,0.4,0.18,14.95,0
26.34,21,0,0.96,0.02,15.32,0
16.35,8,1,0.42,0.04,11.36,0
12.49,20,0,0.56,0.47,10.44,0
33.99,4,0,0.06,0.76,18.51,1
16.64,21,0,0.5,0.23,19.23,0
17.95,5,1,0.83,0.09,18.02,0
54.47,2,0,0.63,0.3,22.58,0
173.95,5,0,0.14,0.94,12.29,1
47.27,7,0,0.33,0.22,23.37,0
5.01,5,1,0.07,0.71,10.5,1
4.93,15,0,0.96,0.04,9.94,0
152.23,15,0,0.89,0.47,6.2,0
18.64,20,0,0.61,0.37,12.77,0
5.83,2,0,0.64,0.5,12.48,0
46.7,16,0,0.93,0.3,17.63,0
49.86,20,0,0.71,0.59,16.22,0
53.28,5,0,0.04,0.68,9.04,1
16.56,5,0,0.64,0.16,13.04,0
1.76,21,0,0.44,0.23,13.14,0
168.64,18,0,0.81,0.45,6.12,0
15.44,19,0,0.67,0.47,10.1,0
57.35,14,0,0.77,0.55,11.15,0
62.32,18,0,0.41,0.39,22.17,0
48.08,1,0,0.75,0.29,15.96,0
19.76,7,0,0.57,0.23,18.31,0
16.81,6,0,0.53,0.25,7.51,0
46.52,7,0,0.77,0.51,20.97,0
101.53,12,0,0.71,0.59,21.51,0
147.62,21,0,0.75,0.03,5.01,0
6.6,14,0,0.98,0.35,11.47,0
9.41,11,0,0.79,0.31,17.48,0
145.78,14,0,0.75,0.23,18.22,0
67.69,13,0,0.73,0.51,11.61,0
108.28,6,0,0.58,0.35,13.47,0
12.32,16,0,0.89,0.19,12.01,0
45.29,4,0,0.57,0.27,15.55,0
61.39,19,0,0.79,0.21,20.99,0
57.99,9,0,0.51,0.26,11.14,0
27.23,18,1,0.03,0.9,20.0,1
1.78,17,0,0.39,0.07,11.09,0
44.72,23,0,0.74,0.37,10.76,0
15.59,9,1,0.53,0.41,19.09,0
30.91,1,0,0.49,0.38,19.61,0
159.01,5,0,0.71,0.46,19.26,0
1172.97,2,0,0.04,0.83,8.42,1
92.57,18,0,0.07,0.7,12.67,1
11.45,4,0,0.54,0.25,19.11,0
56.81,6,0,0.8,0.13,15.21,0
189.63,6,0,0.68,0.19,9.63,0
6.37,9,0,0.9,0.35,17.29,0
1.42,0,0,0.53,0.51,11.43,0
29.42,10,0,0.51,0.42,23.97,0
5.86,22,0,0.32,0.33,22.72,0
69.99,6,0,0.97,0.36,18.02,0
123.99,5,0,0.65,0.32,21.81,0
29.46,5,0,0.25,0.8,15.32,1
15.97,12,0,0.95,0.49,18.83,0
29.49,15,0,0.5,0.47,22.39,0
65.27,12,0,0.53,0.31,16.23,0
588.25,1,1,0.76,0.2,13.72,0
45.51,18,0,0.85,0.01,6.48,0
48.5,18,0,0.79,0.03,14.58,0
51.76,18,0,0.85,0.02,19.12,0
14.86,17,0,0.7,0.59,19.73,0
63.6,5,0,0.9,0.07,17.52,0
5.79,1,0,0.69,0.09,12.29,0
12.11,18,0,0.46,0.29,5.12,0
105.97,5,0,0.68,0.29,12.52,0
68.11,19,0,0.8,0.55,13.48,0
1.69,22,0,0.76,0.04,13.44,0
15.28,21,0,0.12,0.94,18.09,1
13.07,14,0,0.33,0.13,24.93,0
16.79,5,0,0.3,0.86,15.62,1
15.22,2,0,0.99,0.32,13.92,0
4.23,10,1,0.23,0.8,13.7,1
31.71,7,1,0.63,0.19,15.62,0
66.98,21,0,0.75,0.37,10.86,0
47.66,17,0,0.92,0.43,15.6,0
56.87,16,0,0.83,0.01,17.25,0
5.23,18,0,0.94,0.02,16.05,0
152.3,18,0,0.72,0.59,17.29,0
92.16,23,0,0.91,0.27,17.17,0
4360.5,20,1,0.39,0.68,6.14,1
87.58,16,0,0.6,0.44,18.18,0
1072.32,3,0,0.89,0.22,11.64,0
40.29,6,0,0.53,0.09,9.52,0
12.17,4,0,0.91,0.59,9.48,0
48.96,15,0,0.55,0.35,17.17,0
68.91,5,0,0.55,0.12,13.89,0
67.95,13,0,0.52,0.41,6.59,0
37.85,19,0,0.68,0.06,17.39,0
4.55,1,0,0.26,0.72,7.8,1
24.19,17,0,0.33,0.05,15.7,0
127.77,17,0,0.93,0.14,16.19,0
44.91,12,1,0.95,0.05,19.43,0
39.65,17,0,0.35,0.06,23.91,0
16.66,16,0,0.68,0.31,8.18,0
23.98,12,0,0.68,0.41,14.74,0
113.85,11,0,0.56,0.47,13.62,0
55.9,2,0,0.7,0.42,17.17,0
78.41,21,1,0.62,0.22,16.08,0
31.29,6,0,0.64,0.33,13.24,0
50.75,0,1,0.83,0.56,12.8,0
15.28,4,1,0.67,0.23,9.42,0
62.12,20,0,0.53,0.15,19.94,0
28.9,0,0,0.71,0.31,17.3,0
30.22,3,0,0.75,0.18,19.59,0
53.39,0,0,0.76,0.16,13.45,0
138.66,12,0,0.73,0.47,11.72,0
4.31,13,0,0.77,0.53,9.61,0
88.08,14,0,0.52,0.3,16.79,0
18.29,16,0,0.61,0.47,9.8,0
30.34,11,0,0.77,0.11,24.24,0
2.11,6,0,0.83,0.33,8.46,0
18.91,22,0,0.6,0.38,16.37,0
